# 2023-01-31 00:44:08.782709
LOCATION	TRANSLITERATE	TRANSLATE
(4,25,35)	فَإِذَآ	maka apabila
(4,25,36)	أُحْصِنَّ	mereka telah menjaga diri
(4,25,37)	فَإِنْ	maka jika
(4,25,38)	أَتَيْنَ	mereka mendatangi/melakukan
(4,25,39)	بِفَٰحِشَةٍ	dengan perbuatan keji
(4,25,40)	فَعَلَيْهِنَّ	maka atas mereka
(4,25,41)	نِصْفُ	separuh
(4,25,42)	مَا	apa
(4,25,43)	عَلَى	atas
(4,25,44)	ٱلْمُحْصَنَٰتِ	wanita-wanita yang merdeka
(4,25,45)	مِنَ	dari
(4,25,46)	ٱلْعَذَابِۚ	siksa
(4,25,47)	ذَٰلِكَ	demikian itu
(4,25,48)	لِمَنْ	bagi orang
(4,25,49)	خَشِىَ	(ia) takut
(4,25,50)	ٱلْعَنَتَ	sulit menjaga diri
(4,25,51)	مِنكُمْۚ	dari/di antara kamu
(4,25,52)	وَأَن	dan jika
(4,25,53)	تَصْبِرُوا۟	kamu bersabar
(4,25,54)	خَيْرٌ	lebih baik
(4,25,55)	لَّكُمْۗ	bagi kalian
(4,25,56)	وَٱللَّهُ	dan Allah
(4,25,57)	غَفُورٌ	Maha Pengampun
(4,25,58)	رَّحِيمٌ	Maha Penyayang
(4,26,1)	يُرِيدُ	menghendaki
(4,26,2)	ٱللَّهُ	Allah
(4,26,3)	لِيُبَيِّنَ	untuk Dia menerangkan
(4,26,4)	لَكُمْ	bagi kalian
(4,26,5)	وَيَهْدِيَكُمْ	dan Dia memberi petunjuk kepadamu
(4,26,6)	سُنَنَ	jalan
(4,26,7)	ٱلَّذِينَ	orang-orang yang
(4,26,8)	مِن	dari
(4,26,9)	قَبْلِكُمْ	sebelum kalian
(4,26,10)	وَيَتُوبَ	dan Dia hendak menerima taubat
(4,26,11)	عَلَيْكُمْۗ	atas kalian
(4,26,12)	وَٱللَّهُ	dan Allah
(4,26,13)	عَلِيمٌ	Maha Mengetahui
(4,26,14)	حَكِيمٌ	Maha Bijaksana
(4,27,1)	وَٱللَّهُ	dan Allah
(4,27,2)	يُرِيدُ	Dia hendak
(4,27,3)	أَن	supaya
(4,27,4)	يَتُوبَ	Dia menerima taubat
(4,27,5)	عَلَيْكُمْ	atas kalian
(4,27,6)	وَيُرِيدُ	dan/sedang menghendaki
(4,27,7)	ٱلَّذِينَ	orang-orang yang
(4,27,8)	يَتَّبِعُونَ	(mereka) mengikuti
(4,27,9)	ٱلشَّهَوَٰتِ	hawa nafsu
(4,27,10)	أَن	supaya
(4,27,11)	تَمِيلُوا۟	kamu berpaling
(4,27,12)	مَيْلًا	berpaling
(4,27,13)	عَظِيمًا	besar/sejauh-jauhnya
(4,28,1)	يُرِيدُ	menghendaki
(4,28,2)	ٱللَّهُ	Allah
(4,28,3)	أَن	supaya
(4,28,4)	يُخَفِّفَ	Dia memberi keringanan
(4,28,5)	عَنكُمْۚ	dari kalian
(4,28,6)	وَخُلِقَ	dan dijadikan
(4,28,7)	ٱلْإِنسَٰنُ	manusia
(4,28,8)	ضَعِيفًا	lemah
(4,29,1)	يَٰٓأَيُّهَا	wahai
(4,29,2)	ٱلَّذِينَ	orang-orang yang
(4,29,3)	ءَامَنُوا۟	beriman
(4,29,4)	لَا	jangan
(4,29,5)	تَأْكُلُوٓا۟	kamu memakan
(4,29,6)	أَمْوَٰلَكُم	hartamu
(4,29,7)	بَيْنَكُم	diantara/sesamamu
(4,29,8)	بِٱلْبَٰطِلِ	dengan jalan yang batil
(4,29,9)	إِلَّآ	kecuali
(4,29,10)	أَن	bahwa
(4,29,11)	تَكُونَ	kamu adalah
(4,29,12)	تِجَٰرَةً	(dengan jalan) perniagaan
(4,29,13)	عَن	saling
(4,29,14)	تَرَاضٍ	suka
(4,29,15)	مِّنكُمْۚ	dari/diantara kamu
(4,29,16)	وَلَا	dan jangan
(4,29,17)	تَقْتُلُوٓا۟	kamu membunuh
(4,29,18)	أَنفُسَكُمْۚ	diri kalian sendiri
(4,29,19)	إِنَّ	sesungguhnya
(4,29,20)	ٱللَّهَ	Allah
(4,29,21)	كَانَ	adalah Dia
(4,29,22)	بِكُمْ	dengan/untuk kalian
(4,29,23)	رَحِيمًا	Maha Penyayang
(4,30,1)	وَمَن	dan barang siapa
(4,30,2)	يَفْعَلْ	(ia) berbuat
(4,30,3)	ذَٰلِكَ	demikian
(4,30,4)	عُدْوَٰنًا	bermusuhan/melanggar hak
(4,30,5)	وَظُلْمًا	dan aniaya
(4,30,6)	فَسَوْفَ	maka akan
(4,30,7)	نُصْلِيهِ	Kami masukkan ia
(4,30,8)	نَارًاۚ	neraka
(4,30,9)	وَكَانَ	dan adalah
(4,30,10)	ذَٰلِكَ	demikian itu
(4,30,11)	عَلَى	atas/bagi
(4,30,12)	ٱللَّهِ	Allah
(4,30,13)	يَسِيرًا	mudah
(4,31,1)	إِن	jika
(4,31,2)	تَجْتَنِبُوا۟	kamu menjauhi
(4,31,3)	كَبَآئِرَ	dosa-dosa besar
(4,31,4)	مَا	apa
(4,31,5)	تُنْهَوْنَ	kamu dilarang (mengerjakan)
(4,31,6)	عَنْهُ	daripadanya
(4,31,7)	نُكَفِّرْ	(niscaya) Kami hapus
(4,31,8)	عَنكُمْ	dari kalian
(4,31,9)	سَيِّـَٔاتِكُمْ	kesalahan-kesalahanmu
(4,31,10)	وَنُدْخِلْكُم	dan Kami masukkan kamu
(4,31,11)	مُّدْخَلًا	ke tempat masuk
(4,31,12)	كَرِيمًا	mulia
(4,32,1)	وَلَا	dan jangan
(4,32,2)	تَتَمَنَّوْا۟	kamu berangan-angan(iri hati)
(4,32,3)	مَا	apa
(4,32,4)	فَضَّلَ	memberi karunia
(4,32,5)	ٱللَّهُ	Allah
(4,32,6)	بِهِۦ	dengannya
(4,32,7)	بَعْضَكُمْ	sebagian kamu
(4,32,8)	عَلَىٰ	atas
(4,32,9)	بَعْضٍۚ	sebagian yang lain
(4,32,10)	لِّلرِّجَالِ	bagi orang laki-laki
(4,32,11)	نَصِيبٌ	bagian
(4,32,12)	مِّمَّا	daripada apa
(4,32,13)	ٱكْتَسَبُوا۟ۖ	mereka usahakan
(4,32,14)	وَلِلنِّسَآءِ	dan bagi orang-orang perempuan
(4,32,15)	نَصِيبٌ	bagian
(4,32,16)	مِّمَّا	daripada apa
(4,32,17)	ٱكْتَسَبْنَۚ	mereka usahakan
(4,32,18)	وَسْـَٔلُوا۟	dan mohonlah
(4,32,19)	ٱللَّهَ	Allah
(4,32,20)	مِن	dari
(4,32,21)	فَضْلِهِۦٓۗ	karuniaNya
(4,32,22)	إِنَّ	sesungguhnya
(4,32,23)	ٱللَّهَ	Allah
(4,32,24)	كَانَ	adalah Dia
(4,32,25)	بِكُلِّ	dengan/terhadap segala
(4,32,26)	شَىْءٍ	sesuatu
(4,32,27)	عَلِيمًا	Maha Mengetahui
(4,33,1)	وَلِكُلٍّ	dan bagi tiap-tiap
(4,33,2)	جَعَلْنَا	Kami jadikan
(4,33,3)	مَوَٰلِىَ	pewaris-pewaris
(4,33,4)	مِمَّا	dari apa (harta)
(4,33,5)	تَرَكَ	meninggalkan/(peninggalan)
(4,33,6)	ٱلْوَٰلِدَانِ	kedua orang tua
(4,33,7)	وَٱلْأَقْرَبُونَۚ	dan kerabat
(4,33,8)	وَٱلَّذِينَ	dan orang-orang yang
(4,33,9)	عَقَدَتْ	telah mengikat
(4,33,10)	أَيْمَٰنُكُمْ	sumpahmu
(4,33,11)	فَـَٔاتُوهُمْ	maka berilah mereka
(4,33,12)	نَصِيبَهُمْۚ	bagian mereka
(4,33,13)	إِنَّ	sesungguhnya
(4,33,14)	ٱللَّهَ	Allah
(4,33,15)	كَانَ	adalah Dia
(4,33,16)	عَلَىٰ	atas
(4,33,17)	كُلِّ	segala
(4,33,18)	شَىْءٍ	sesuatu
(4,33,19)	شَهِيدًا	menjadi saksi (menyaksikan)
(4,34,1)	ٱلرِّجَالُ	kaum laki-laki
(4,34,2)	قَوَّٰمُونَ	pemimpin/lebih kuat
(4,34,3)	عَلَى	atas/bagi
(4,34,4)	ٱلنِّسَآءِ	kaum wanita
(4,34,5)	بِمَا	dengan sebab
(4,34,6)	فَضَّلَ	telah melebihkan
(4,34,7)	ٱللَّهُ	Allah
(4,34,8)	بَعْضَهُمْ	sebagian mereka
(4,34,9)	عَلَىٰ	atas
(4,34,10)	بَعْضٍ	sebagian yang lain
(4,34,11)	وَبِمَآ	dan dengan sebab
(4,34,12)	أَنفَقُوا۟	mereka menafkahkan
(4,34,13)	مِنْ	dari
(4,34,14)	أَمْوَٰلِهِمْۚ	harta mereka
(4,34,15)	فَٱلصَّٰلِحَٰتُ	maka wanita-wanita yang saleh
(4,34,16)	قَٰنِتَٰتٌ	yang taat
(4,34,17)	حَٰفِظَٰتٌ	yang menjaga diri
(4,34,18)	لِّلْغَيْبِ	di waktu gaib/tidak hadir
(4,34,19)	بِمَا	dengan sebab
(4,34,20)	حَفِظَ	menjaga/memelihara
(4,34,21)	ٱللَّهُۚ	Allah
(4,34,22)	وَٱلَّٰتِى	dan wanita-wanita yang
(4,34,23)	تَخَافُونَ	kamu khawatirkan
(4,34,24)	نُشُوزَهُنَّ	'nusyuz'nya/kedurhakaannya
(4,34,25)	فَعِظُوهُنَّ	maka nasehati mereka
(4,34,26)	وَٱهْجُرُوهُنَّ	dan pindahkan/pisahkan mereka
(4,34,27)	فِى	pada
(4,34,28)	ٱلْمَضَاجِعِ	tempat tidur
(4,34,29)	وَٱضْرِبُوهُنَّۖ	dan pukullah mereka
(4,34,30)	فَإِنْ	maka jika
(4,34,31)	أَطَعْنَكُمْ	mereka mentaatimu
(4,34,32)	فَلَا	maka janganlah
(4,34,33)	تَبْغُوا۟	kamu mencari-cari
(4,34,34)	عَلَيْهِنَّ	atas/terhadap mereka
(4,34,35)	سَبِيلًاۗ	jalan (untuk menyusahkan)
(4,34,36)	إِنَّ	sesungguhnya
(4,34,37)	ٱللَّهَ	Allah
(4,34,38)	كَانَ	adalah Dia
(4,34,39)	عَلِيًّا	Maha Tinggi
(4,34,40)	كَبِيرًا	Maha Besar
(4,35,1)	وَإِنْ	dan jika
(4,35,2)	خِفْتُمْ	kamu khawatir
(4,35,3)	شِقَاقَ	(adanya)perpecahan
(4,35,4)	بَيْنِهِمَا	antara keduanya
(4,35,5)	فَٱبْعَثُوا۟	maka utuslah/kirimlah
(4,35,6)	حَكَمًا	seorang hakam (pendamai)
(4,35,7)	مِّنْ	dari
(4,35,8)	أَهْلِهِۦ	keluarganya (laki-laki)
(4,35,9)	وَحَكَمًا	dan seorang hakam (pendamai)
(4,35,10)	مِّنْ	dari
(4,35,11)	أَهْلِهَآ	keluarganya (perempuan)
(4,35,12)	إِن	jika
(4,35,13)	يُرِيدَآ	keduanya menghendaki
(4,35,14)	إِصْلَٰحًا	perdamaian
(4,35,15)	يُوَفِّقِ	akan memberi taufik
(4,35,16)	ٱللَّهُ	Allah
(4,35,17)	بَيْنَهُمَآۗ	kepada keduanya (suami-isteri)
(4,35,18)	إِنَّ	sesungguhnya
(4,35,19)	ٱللَّهَ	Allah
(4,35,20)	كَانَ	adalah Dia
(4,35,21)	عَلِيمًا	Maha mengetahui
(4,35,22)	خَبِيرًا	Maha Mengerti
(4,36,1)	وَٱعْبُدُوا۟	dan sembahlah
(4,36,2)	ٱللَّهَ	Allah
(4,36,3)	وَلَا	dan janganlah
(4,36,4)	تُشْرِكُوا۟	kamu mempersekutukan
(4,36,5)	بِهِۦ	denganNya
(4,36,6)	شَيْـًٔاۖ	sesuatu
(4,36,7)	وَبِٱلْوَٰلِدَيْنِ	dan kepada kedua orang tua
(4,36,8)	إِحْسَٰنًا	(berbuat) baik
(4,36,9)	وَبِذِى	dan (dengan/terhadap)yang dimiliki
(4,36,10)	ٱلْقُرْبَىٰ	kerabat dekat
(4,36,11)	وَٱلْيَتَٰمَىٰ	dan anak-anak yatim
(4,36,12)	وَٱلْمَسَٰكِينِ	dan orang-orang miskin
(4,36,13)	وَٱلْجَارِ	dan tetangga
(4,36,14)	ذِى	yang memiliki
(4,36,15)	ٱلْقُرْبَىٰ	dekat
(4,36,16)	وَٱلْجَارِ	dan tetangga
(4,36,17)	ٱلْجُنُبِ	yang jauh
(4,36,18)	وَٱلصَّاحِبِ	dan teman
(4,36,19)	بِٱلْجَنۢبِ	sejawat
(4,36,20)	وَٱبْنِ	dan ibnu (orang)
(4,36,21)	ٱلسَّبِيلِ	sabil (dalam perjalanan)
(4,36,22)	وَمَا	dan apa yang
(4,36,23)	مَلَكَتْ	kamu miliki
(4,36,24)	أَيْمَٰنُكُمْۗ	budak-budakmu
(4,36,25)	إِنَّ	sesungguhnya
(4,36,26)	ٱللَّهَ	Allah
(4,36,27)	لَا	tidak
(4,36,28)	يُحِبُّ	menyukai
(4,36,29)	مَن	orang-orang
(4,36,30)	كَانَ	adalah
(4,36,31)	مُخْتَالًا	sombong
(4,36,32)	فَخُورًا	membanggakan diri
(4,37,1)	ٱلَّذِينَ	orang-orang yang
(4,37,2)	يَبْخَلُونَ	(mereka) kikir
(4,37,3)	وَيَأْمُرُونَ	dan (mereka) menyuruh
(4,37,4)	ٱلنَّاسَ	manusia/orang lain
(4,37,5)	بِٱلْبُخْلِ	dengan berbuat kikir
(4,37,6)	وَيَكْتُمُونَ	dan mereka menyembunyikan
(4,37,7)	مَآ	apa (karunia)
(4,37,8)	ءَاتَىٰهُمُ	memberikan kepada mereka
(4,37,9)	ٱللَّهُ	Allah
(4,37,10)	مِن	dari
(4,37,11)	فَضْلِهِۦۗ	karuniaNya
(4,37,12)	وَأَعْتَدْنَا	dan Kami sediakan
(4,37,13)	لِلْكَٰفِرِينَ	untuk orang-orang kafir
(4,37,14)	عَذَابًا	siksa
(4,37,15)	مُّهِينًا	menghinakan
(4,38,1)	وَٱلَّذِينَ	dan orang-oarng yang
(4,38,2)	يُنفِقُونَ	(mereka) menafkahkan
(4,38,3)	أَمْوَٰلَهُمْ	harta mereka
(4,38,4)	رِئَآءَ	riya'
(4,38,5)	ٱلنَّاسِ	manusia
(4,38,6)	وَلَا	dan tidak
(4,38,7)	يُؤْمِنُونَ	beriman
(4,38,8)	بِٱللَّهِ	kepada Allah
(4,38,9)	وَلَا	dan tidak
(4,38,10)	بِٱلْيَوْمِ	dengan/kepada hari
(4,38,11)	ٱلْءَاخِرِۗ	akhirat
(4,38,12)	وَمَن	dan barang siapa
(4,38,13)	يَكُنِ	ia adalah/menjadikan
(4,38,14)	ٱلشَّيْطَٰنُ	syaitan
(4,38,15)	لَهُۥ	baginya
(4,38,16)	قَرِينًا	(sebagai) teman
(4,38,17)	فَسَآءَ	maka sejahat-jahat
(4,38,18)	قَرِينًا	teman
(4,39,1)	وَمَاذَا	dan apakah
(4,39,2)	عَلَيْهِمْ	atas/bagi mereka
(4,39,3)	لَوْ	sekiranya
(4,39,4)	ءَامَنُوا۟	mereka beriman
(4,39,5)	بِٱللَّهِ	kepada Allah
(4,39,6)	وَٱلْيَوْمِ	dan hari
(4,39,7)	ٱلْءَاخِرِ	akhirat
(4,39,8)	وَأَنفَقُوا۟	dan mereka menafkahkan
(4,39,9)	مِمَّا	dari/sebagian apa
(4,39,10)	رَزَقَهُمُ	memberi rezki kepada mereka
(4,39,11)	ٱللَّهُۚ	Allah
(4,39,12)	وَكَانَ	dan adalah
(4,39,13)	ٱللَّهُ	Allah
(4,39,14)	بِهِمْ	terhadap mereka
(4,39,15)	عَلِيمًا	Maha Mengetahui
(4,40,1)	إِنَّ	sesungguhnya
(4,40,2)	ٱللَّهَ	Allah
(4,40,3)	لَا	tidak
(4,40,4)	يَظْلِمُ	Dia menganiaya
(4,40,5)	مِثْقَالَ	seberat/sebesar
(4,40,6)	ذَرَّةٍۖ	zarrah/biji sangat kecil
(4,40,7)	وَإِن	dan jika
(4,40,8)	تَكُ	kamu ada
(4,40,9)	حَسَنَةً	kebajikan
(4,40,10)	يُضَٰعِفْهَا	Dia melipat gandakannya
(4,40,11)	وَيُؤْتِ	dan Dia memberikan
(4,40,12)	مِن	dari
(4,40,13)	لَّدُنْهُ	sisiNya
(4,40,14)	أَجْرًا	pahala
(4,40,15)	عَظِيمًا	yang besar
(4,41,1)	فَكَيْفَ	maka bagaimana
(4,41,2)	إِذَا	jika/apabila
(4,41,3)	جِئْنَا	Kami datangkan
(4,41,4)	مِن	dari
(4,41,5)	كُلِّ	tiap-tiap
(4,41,6)	أُمَّةٍۭ	ummat
(4,41,7)	بِشَهِيدٍ	dengan seorang saksi
(4,41,8)	وَجِئْنَا	dan Kami datangkan
(4,41,9)	بِكَ	dengan engkau
(4,41,10)	عَلَىٰ	atas
(4,41,11)	هَٰٓؤُلَآءِ	mereka itu
(4,41,12)	شَهِيدًا	sebagai saksi
(4,42,1)	يَوْمَئِذٍ	pada hari itu
(4,42,2)	يَوَدُّ	ingin
(4,42,3)	ٱلَّذِينَ	orang-orang yang
(4,42,4)	كَفَرُوا۟	kafir/ingkar
(4,42,5)	وَعَصَوُا۟	dan orang-orang yang mendurhakai
(4,42,6)	ٱلرَّسُولَ	rasul
(4,42,7)	لَوْ	sekiranya/supaya
(4,42,8)	تُسَوَّىٰ	disama-ratakan
(4,42,9)	بِهِمُ	dengan mereka
(4,42,10)	ٱلْأَرْضُ	bumi
(4,42,11)	وَلَا	dan tidak
(4,42,12)	يَكْتُمُونَ	mereka menyembunyikan
(4,42,13)	ٱللَّهَ	Allah
(4,42,14)	حَدِيثًا	sesuatu kejadian
(4,43,1)	يَٰٓأَيُّهَا	wahai
(4,43,2)	ٱلَّذِينَ	orang-orang yang
(4,43,3)	ءَامَنُوا۟	beriman
(4,43,4)	لَا	janganlah
(4,43,5)	تَقْرَبُوا۟	kamu mendekati
(4,43,6)	ٱلصَّلَوٰةَ	sholat
(4,43,7)	وَأَنتُمْ	dan kalian
(4,43,8)	سُكَٰرَىٰ	mabuk
(4,43,9)	حَتَّىٰ	sehingga
(4,43,10)	تَعْلَمُوا۟	kamu mengetahui/mengerti
(4,43,11)	مَا	apa
(4,43,12)	تَقُولُونَ	kamu ucapkan
(4,43,13)	وَلَا	dan janganlah
(4,43,14)	جُنُبًا	dalam keadaan junub
(4,43,15)	إِلَّا	kecuali
(4,43,16)	عَابِرِى	sekedar
(4,43,17)	سَبِيلٍ	berlalu
(4,43,18)	حَتَّىٰ	sehingga
(4,43,19)	تَغْتَسِلُوا۟ۚ	kamu mandi
(4,43,20)	وَإِن	dan jika
(4,43,21)	كُنتُم	kalian adalah
(4,43,22)	مَّرْضَىٰٓ	sakit
(4,43,23)	أَوْ	atau
(4,43,24)	عَلَىٰ	atas/dalam
(4,43,25)	سَفَرٍ	perjalanan
(4,43,26)	أَوْ	atau
(4,43,27)	جَآءَ	datang
(4,43,28)	أَحَدٌ	seseorang
(4,43,29)	مِّنكُم	diantara kamu
(4,43,30)	مِّنَ	dari
(4,43,31)	ٱلْغَآئِطِ	tempat buang air
(4,43,32)	أَوْ	atau
(4,43,33)	لَٰمَسْتُمُ	kamu menyentuh
(4,43,34)	ٱلنِّسَآءَ	perempuan
(4,43,35)	فَلَمْ	maka/kemudian tidak
(4,43,36)	تَجِدُوا۟	kamu mendapatkan
(4,43,37)	مَآءً	air
(4,43,38)	فَتَيَمَّمُوا۟	maka bertayamumlah kamu
(4,43,39)	صَعِيدًا	debu/tanah
(4,43,40)	طَيِّبًا	bersih
(4,43,41)	فَٱمْسَحُوا۟	maka sapulah
(4,43,42)	بِوُجُوهِكُمْ	dengan/pada mukamu
(4,43,43)	وَأَيْدِيكُمْۗ	dan tanganmu
(4,43,44)	إِنَّ	sesungguhnya
(4,43,45)	ٱللَّهَ	Allah
(4,43,46)	كَانَ	adalah Dia
(4,43,47)	عَفُوًّا	Maha Pemaaf
(4,43,48)	غَفُورًا	Maha Pengampun
(4,44,1)	أَلَمْ	apakah tidak
(4,44,2)	تَرَ	kamu memperhatikan
(4,44,3)	إِلَى	kepada
(4,44,4)	ٱلَّذِينَ	orang-orang yang
(4,44,5)	أُوتُوا۟	(mereka) diberi
(4,44,6)	نَصِيبًا	bagian
(4,44,7)	مِّنَ	dari
(4,44,8)	ٱلْكِتَٰبِ	Al Kitab
(4,44,9)	يَشْتَرُونَ	mereka membeli
(4,44,10)	ٱلضَّلَٰلَةَ	kesesatan
(4,44,11)	وَيُرِيدُونَ	dan mereka menghendaki
(4,44,12)	أَن	supaya
(4,44,13)	تَضِلُّوا۟	kamu tersesat
(4,44,14)	ٱلسَّبِيلَ	jalan
(4,45,1)	وَٱللَّهُ	dan Allah
(4,45,2)	أَعْلَمُ	lebih mengetahui
(4,45,3)	بِأَعْدَآئِكُمْۚ	dengan/tentang musuh-musuhmu
(4,45,4)	وَكَفَىٰ	dan cukuplah
(4,45,5)	بِٱللَّهِ	dengan Allah
(4,45,6)	وَلِيًّا	(menjadi) pelindung
(4,45,7)	وَكَفَىٰ	dan cukuplah
(4,45,8)	بِٱللَّهِ	dengan Allah
(4,45,9)	نَصِيرًا	(menjadi) penolong
(4,46,1)	مِّنَ	dari
(4,46,2)	ٱلَّذِينَ	orang-orang yang
(4,46,3)	هَادُوا۟	Yahudi
(4,46,4)	يُحَرِّفُونَ	mereka merubah
(4,46,5)	ٱلْكَلِمَ	perkataan
(4,46,6)	عَن	dari
(4,46,7)	مَّوَاضِعِهِۦ	tempat-tempatnya
(4,46,8)	وَيَقُولُونَ	dan mereka berkata
(4,46,9)	سَمِعْنَا	kami mendengar
(4,46,10)	وَعَصَيْنَا	dan/tetapi kami mendurhakai
(4,46,11)	وَٱسْمَعْ	dan dengarlah
(4,46,12)	غَيْرَ	tidak/bukan
(4,46,13)	مُسْمَعٍ	mendengar
(4,46,14)	وَرَٰعِنَا	dan peliharalah kami
(4,46,15)	لَيًّۢا	memutar-mutar
(4,46,16)	بِأَلْسِنَتِهِمْ	dengan lidah mereka
(4,46,17)	وَطَعْنًا	dan mencela
(4,46,18)	فِى	dalam
(4,46,19)	ٱلدِّينِۚ	agama
(4,46,20)	وَلَوْ	dan sekiranya
(4,46,21)	أَنَّهُمْ	bahwasanya mereka
(4,46,22)	قَالُوا۟	(mereka) berkata
(4,46,23)	سَمِعْنَا	kami mendengar
(4,46,24)	وَأَطَعْنَا	dan kami mentaati
(4,46,25)	وَٱسْمَعْ	dan dengarkan
(4,46,26)	وَٱنظُرْنَا	dan perhatikanlah kami
(4,46,27)	لَكَانَ	tentu itu adalah
(4,46,28)	خَيْرًا	lebih baik
(4,46,29)	لَّهُمْ	bagi mereka
(4,46,30)	وَأَقْوَمَ	dan lebih tepat
(4,46,31)	وَلَٰكِن	akan tetapi
(4,46,32)	لَّعَنَهُمُ	mengutuk mereka
(4,46,33)	ٱللَّهُ	Allah
(4,46,34)	بِكُفْرِهِمْ	dengan/karena kekafiran mereka
(4,46,35)	فَلَا	maka tidak
(4,46,36)	يُؤْمِنُونَ	mereka beriman
(4,46,37)	إِلَّا	kecuali
(4,46,38)	قَلِيلًا	sedikit
(4,47,1)	يَٰٓأَيُّهَا	wahai
(4,47,2)	ٱلَّذِينَ	orang-orang yang
(4,47,3)	أُوتُوا۟	(mereka) diberi
(4,47,4)	ٱلْكِتَٰبَ	Al Kitab
(4,47,5)	ءَامِنُوا۟	berimanlah kamu
(4,47,6)	بِمَا	dengan apa
(4,47,7)	نَزَّلْنَا	Kami turunkan
(4,47,8)	مُصَدِّقًا	yang membenarkan
(4,47,9)	لِّمَا	bagi apa (Kitab)
(4,47,10)	مَعَكُم	bersamamu/ada padamu
(4,47,11)	مِّن	dari
(4,47,12)	قَبْلِ	sebelum
(4,47,13)	أَن	bahwa
(4,47,14)	نَّطْمِسَ	Kami merubah
(4,47,15)	وُجُوهًا	muka-muka
(4,47,16)	فَنَرُدَّهَا	maka/lalu Kami putarkannya
(4,47,17)	عَلَىٰٓ	atas
(4,47,18)	أَدْبَارِهَآ	belakangnya
(4,47,19)	أَوْ	atau
(4,47,20)	نَلْعَنَهُمْ	Kami kutuk mereka
(4,47,21)	كَمَا	sebagaimana
(4,47,22)	لَعَنَّآ	Kami mengutuki
(4,47,23)	أَصْحَٰبَ	orang-orang
(4,47,24)	ٱلسَّبْتِۚ	hari Sabtu
(4,47,25)	وَكَانَ	dan adalah
(4,47,26)	أَمْرُ	ketetapan
(4,47,27)	ٱللَّهِ	Allah
(4,47,28)	مَفْعُولًا	berlaku
(4,48,1)	إِنَّ	sesungguhnya
(4,48,2)	ٱللَّهَ	Allah
(4,48,3)	لَا	tidak
(4,48,4)	يَغْفِرُ	mengampuni mereka
(4,48,5)	أَن	bahwa
(4,48,6)	يُشْرَكَ	dipersekutukan
(4,48,7)	بِهِۦ	denganNya
(4,48,8)	وَيَغْفِرُ	dan Dia mengampuni
(4,48,9)	مَا	apa
(4,48,10)	دُونَ	selain
(4,48,11)	ذَٰلِكَ	demikian/itu
(4,48,12)	لِمَن	bagi siapa
(4,48,13)	يَشَآءُۚ	Dia kehendaki
(4,48,14)	وَمَن	dan barang siapa
(4,48,15)	يُشْرِكْ	mempersekutukan
(4,48,16)	بِٱللَّهِ	dengan Allah
(4,48,17)	فَقَدِ	maka sungguh
(4,48,18)	ٱفْتَرَىٰٓ	ia telah berbuat
(4,48,19)	إِثْمًا	dosa
(4,48,20)	عَظِيمًا	besar
(4,49,1)	أَلَمْ	tidaklah
(4,49,2)	تَرَ	kamu perhatikan
(4,49,3)	إِلَى	kepada
(4,49,4)	ٱلَّذِينَ	orang-orang yang
(4,49,5)	يُزَكُّونَ	(mereka) membersihkan
(4,49,6)	أَنفُسَهُمۚ	diri mereka
(4,49,7)	بَلِ	akan tetapi
(4,49,8)	ٱللَّهُ	Allah
(4,49,9)	يُزَكِّى	Dia membersihkan
(4,49,10)	مَن	siapa
(4,49,11)	يَشَآءُ	Dia kehendaki
(4,49,12)	وَلَا	dan tidak
(4,49,13)	يُظْلَمُونَ	mereka dianiaya
(4,49,14)	فَتِيلًا	sedikitpun
(4,50,1)	ٱنظُرْ	perhatikanlah
(4,50,2)	كَيْفَ	bagaimana
(4,50,3)	يَفْتَرُونَ	mereka mengada-adakan
(4,50,4)	عَلَى	atas/terhadap
(4,50,5)	ٱللَّهِ	Allah
(4,50,6)	ٱلْكَذِبَۖ	dusta
(4,50,7)	وَكَفَىٰ	dan cukuplah
(4,50,8)	بِهِۦٓ	dengannya/perbuatan itu
(4,50,9)	إِثْمًا	dosa
(4,50,10)	مُّبِينًا	nyata
(4,51,1)	أَلَمْ	apakah tidak
(4,51,2)	تَرَ	kamu perhatikan
(4,51,3)	إِلَى	kepada
(4,51,4)	ٱلَّذِينَ	orang-orang yang
(4,51,5)	أُوتُوا۟	(mereka) diberi
(4,51,6)	نَصِيبًا	bagian
(4,51,7)	مِّنَ	dari
(4,51,8)	ٱلْكِتَٰبِ	Al Kitab
(4,51,9)	يُؤْمِنُونَ	mereka beriman
(4,51,10)	بِٱلْجِبْتِ	dengan/kepada Jibti
(4,51,11)	وَٱلطَّٰغُوتِ	dan Tagut
(4,51,12)	وَيَقُولُونَ	dan mereka mengatakan
(4,51,13)	لِلَّذِينَ	kepada orang-orang yang
(4,51,14)	كَفَرُوا۟	kafir/ingkar
(4,51,15)	هَٰٓؤُلَآءِ	mereka itu
(4,51,16)	أَهْدَىٰ	lebih mendapat petunjuk
(4,51,17)	مِنَ	dari
(4,51,18)	ٱلَّذِينَ	orang-orang yang
(4,51,19)	ءَامَنُوا۟	beriman
(4,51,20)	سَبِيلًا	jalan
(4,52,1)	أُو۟لَٰٓئِكَ	mereka itulah
(4,52,2)	ٱلَّذِينَ	orang-orang yang
(4,52,3)	لَعَنَهُمُ	mengutuk mereka
(4,52,4)	ٱللَّهُۖ	Allah
